payment_id,recipient_name,recipient_iban,amount,currency,payment_reference
100463,Recipient 100463,DE00000000000000100463,628.61,EUR,Invoice 100463
100162,Recipient 100162,DE00000000000000100162,973.85,EUR,Invoice 100162
100640,Recipient 100640,DE00000000000000100640,40.10,USD,Invoice 100640
100072,Recipient 100072,DE00000000000000100072,816.20,EUR,Invoice 100072
100723,Recipient 100723,DE00000000000000100723,2200.68,USD,Invoice 100723
100437,Recipient 100437,DE00000000000000100437,531.63,EUR,Invoice 100437
100086,Recipient 100086,DE00000000000000100086,859.77,EUR,Invoice 100086
100285,Recipient 100285,DE00000000000000100285,434.09,USD,Invoice 100285
100970,Recipient 100970,,1878.85,EUR,Missing iban 100970
100331,Recipient 100331,DE00000000000000100331,577.44,EUR,Invoice 100331
100405,Recipient 100405,DE00000000000000100405,865.39,USD,Invoice 100405
100626,Recipient 100626,DE00000000000000100626,796.53,EUR,Invoice 100626
100326,Recipient 100326,DE00000000000000100326,479.23,USD,Invoice 100326
100771,Recipient 100771,DE00000000000000100771,7336.33,EUR,Invoice 100771
100749,Recipient 100749,DE00000000000000100749,2499.80,USD,Invoice 100749
100851,Recipient 100851,DE00000000000000100851,7879.63,USD,Invoice 100851
100828,Recipient 100828,DE00000000000000100828,2102.70,USD,Invoice 100828
100295,Recipient 100295,DE00000000000000100295,570.27,USD,Invoice 100295
100645,Recipient 100645,DE00000000000000100645,789.43,USD,Invoice 100645
100433,Recipient 100433,DE00000000000000100433,903.51,EUR,Invoice 100433
100755,Recipient 100755,DE00000000000000100755,4269.80,EUR,Invoice 100755
100617,Recipient 100617,DE00000000000000100617,237.03,EUR,Invoice 100617
100958,Recipient 100958,DE00000000000000100958,-564.35,USD,Invalid amount 100958
100073,Recipient 100073,DE00000000000000100073,129.26,USD,Invoice 100073
100356,Recipient 100356,DE00000000000000100356,595.44,USD,Invoice 100356
100656,Recipient 100656,DE00000000000000100656,646.37,USD,Invoice 100656
100900,Recipient 100900,DE00000000000000100900,23854.54,USD,Invoice 100900
100967,Recipient 100967,,3829.37,USD,Missing iban 100967
100951,Recipient 100951,DE00000000000000100951,-528.64,EUR,Invalid amount 100951
100123,Recipient 100123,DE00000000000000100123,657.71,USD,Invoice 100123
100834,Recipient 100834,DE00000000000000100834,2708.51,EUR,Invoice 100834
100839,Recipient 100839,DE00000000000000100839,9700.17,EUR,Invoice 100839
100069,Recipient 100069,DE00000000000000100069,240.21,EUR,Invoice 100069
100421,Recipient 100421,DE00000000000000100421,75.75,USD,Invoice 100421
100743,Recipient 100743,DE00000000000000100743,8210.32,USD,Invoice 100743
100522,Recipient 100522,DE00000000000000100522,790.19,EUR,Invoice 100522
100466,Recipient 100466,DE00000000000000100466,732.62,EUR,Invoice 100466
100785,Recipient 100785,DE00000000000000100785,8113.35,EUR,Invoice 100785
100447,Recipient 100447,DE00000000000000100447,987.65,USD,Invoice 100447
100362,Recipient 100362,DE00000000000000100362,604.10,EUR,Invoice 100362
100345,Recipient 100345,DE00000000000000100345,157.37,USD,Invoice 100345
100417,Recipient 100417,DE00000000000000100417,869.82,USD,Invoice 100417
100089,Recipient 100089,DE00000000000000100089,539.69,USD,Invoice 100089
100317,Recipient 100317,DE00000000000000100317,980.52,EUR,Invoice 100317
100744,Recipient 100744,DE00000000000000100744,1710.34,EUR,Invoice 100744
100181,Recipient 100181,DE00000000000000100181,179.39,USD,Invoice 100181
100511,Recipient 100511,DE00000000000000100511,244.32,EUR,Invoice 100511
100440,Recipient 100440,DE00000000000000100440,620.08,EUR,Invoice 100440
100301,Recipient 100301,DE00000000000000100301,556.23,EUR,Invoice 100301
100608,Recipient 100608,DE00000000000000100608,89.04,EUR,Invoice 100608
100313,Recipient 100313,DE00000000000000100313,231.31,EUR,Invoice 100313
100199,Recipient 100199,DE00000000000000100199,304.57,EUR,Invoice 100199
100306,Recipient 100306,DE00000000000000100306,93.96,EUR,Invoice 100306
100161,Recipient 100161,DE00000000000000100161,354.32,USD,Invoice 100161
100847,Recipient 100847,DE00000000000000100847,4293.43,USD,Invoice 100847
100271,Recipient 100271,DE00000000000000100271,778.01,EUR,Invoice 100271
100251,Recipient 100251,DE00000000000000100251,84.86,USD,Invoice 100251
100344,Recipient 100344,DE00000000000000100344,240.62,EUR,Invoice 100344
100135,Recipient 100135,DE00000000000000100135,833.90,USD,Invoice 100135
100498,Recipient 100498,DE00000000000000100498,833.85,USD,Invoice 100498
100235,Recipient 100235,DE00000000000000100235,706.71,EUR,Invoice 100235
100989,Recipient 100989,DE00000000000000100989,2699.26,GBP,Invalid currency 100989
100719,Recipient 100719,DE00000000000000100719,7725.84,USD,Invoice 100719
100188,Recipient 100188,DE00000000000000100188,364.85,EUR,Invoice 100188
100572,Recipient 100572,DE00000000000000100572,566.75,USD,Invoice 100572
100624,Recipient 100624,DE00000000000000100624,151.80,EUR,Invoice 100624
100836,Recipient 100836,DE00000000000000100836,5488.83,USD,Invoice 100836
100944,Recipient 100944,DE00000000000000100944,-668.12,USD,Invalid amount 100944
100296,Recipient 100296,DE00000000000000100296,337.06,USD,Invoice 100296
100763,Recipient 100763,DE00000000000000100763,4995.45,EUR,Invoice 100763
100588,Recipient 100588,DE00000000000000100588,527.40,USD,Invoice 100588
100807,Recipient 100807,DE00000000000000100807,5523.15,EUR,Invoice 100807
100458,Recipient 100458,DE00000000000000100458,833.00,USD,Invoice 100458
100582,Recipient 100582,DE00000000000000100582,443.67,USD,Invoice 100582
100803,Recipient 100803,DE00000000000000100803,8613.39,USD,Invoice 100803
100649,Recipient 100649,DE00000000000000100649,334.03,EUR,Invoice 100649
100606,Recipient 100606,DE00000000000000100606,172.70,USD,Invoice 100606
100843,Recipient 100843,DE00000000000000100843,3571.73,EUR,Invoice 100843
100003,Recipient 100003,DE00000000000000100003,223.99,EUR,Invoice 100003
100200,Recipient 100200,DE00000000000000100200,430.45,USD,Invoice 100200
100220,Recipient 100220,DE00000000000000100220,457.00,USD,Invoice 100220
100304,Recipient 100304,DE00000000000000100304,690.91,USD,Invoice 100304
100975,Recipient 100975,,4892.47,USD,Missing iban 100975
100102,Recipient 100102,DE00000000000000100102,443.68,EUR,Invoice 100102
100453,Recipient 100453,DE00000000000000100453,572.35,USD,Invoice 100453
100315,Recipient 100315,DE00000000000000100315,192.35,USD,Invoice 100315
100378,Recipient 100378,DE00000000000000100378,253.14,EUR,Invoice 100378
100015,Recipient 100015,DE00000000000000100015,103.11,USD,Invoice 100015
100203,Recipient 100203,DE00000000000000100203,793.93,EUR,Invoice 100203
100222,Recipient 100222,DE00000000000000100222,950.08,USD,Invoice 100222
100337,Recipient 100337,DE00000000000000100337,451.06,USD,Invoice 100337
100886,Recipient 100886,DE00000000000000100886,31850.93,USD,Invoice 100886
100644,Recipient 100644,DE00000000000000100644,679.21,EUR,Invoice 100644
100949,Recipient 100949,DE00000000000000100949,-416.43,EUR,Invalid amount 100949
100727,Recipient 100727,DE00000000000000100727,6685.62,EUR,Invoice 100727
100208,Recipient 100208,DE00000000000000100208,806.75,EUR,Invoice 100208
100409,Recipient 100409,DE00000000000000100409,869.72,EUR,Invoice 100409
100553,Recipient 100553,DE00000000000000100553,744.84,USD,Invoice 100553
100925,Recipient 100925,DE00000000000000100925,21935.69,EUR,Invoice 100925
100219,Recipient 100219,DE00000000000000100219,917.54,EUR,Invoice 100219
100287,Recipient 100287,DE00000000000000100287,707.59,USD,Invoice 100287
100170,Recipient 100170,DE00000000000000100170,383.16,EUR,Invoice 100170
100082,Recipient 100082,DE00000000000000100082,588.71,EUR,Invoice 100082
100939,Recipient 100939,DE00000000000000100939,29098.16,EUR,Invoice 100939
100657,Recipient 100657,DE00000000000000100657,508.97,EUR,Invoice 100657
100786,Recipient 100786,DE00000000000000100786,4248.07,USD,Invoice 100786
100125,Recipient 100125,DE00000000000000100125,670.05,USD,Invoice 100125
100884,Recipient 100884,DE00000000000000100884,48267.42,USD,Invoice 100884
100477,Recipient 100477,DE00000000000000100477,754.39,EUR,Invoice 100477
100675,Recipient 100675,DE00000000000000100675,368.47,USD,Invoice 100675
100799,Recipient 100799,DE00000000000000100799,8482.51,EUR,Invoice 100799
100347,Recipient 100347,DE00000000000000100347,291.97,EUR,Invoice 100347
100056,Recipient 100056,DE00000000000000100056,768.82,USD,Invoice 100056
100332,Recipient 100332,DE00000000000000100332,152.57,USD,Invoice 100332
100752,Recipient 100752,DE00000000000000100752,6533.66,USD,Invoice 100752
100435,Recipient 100435,DE00000000000000100435,294.07,USD,Invoice 100435
100012,Recipient 100012,DE00000000000000100012,698.43,USD,Invoice 100012
100059,Recipient 100059,DE00000000000000100059,953.85,USD,Invoice 100059
100546,Recipient 100546,DE00000000000000100546,414.40,USD,Invoice 100546
100415,Recipient 100415,DE00000000000000100415,495.83,EUR,Invoice 100415
100023,Recipient 100023,DE00000000000000100023,46.78,EUR,Invoice 100023
100154,Recipient 100154,DE00000000000000100154,76.17,EUR,Invoice 100154
100832,Recipient 100832,DE00000000000000100832,3234.43,EUR,Invoice 100832
100164,Recipient 100164,DE00000000000000100164,864.73,EUR,Invoice 100164
100769,Recipient 100769,DE00000000000000100769,9221.87,EUR,Invoice 100769
100517,Recipient 100517,DE00000000000000100517,277.99,EUR,Invoice 100517
100642,Recipient 100642,DE00000000000000100642,364.53,USD,Invoice 100642
100225,Recipient 100225,DE00000000000000100225,897.30,USD,Invoice 100225
100829,Recipient 100829,DE00000000000000100829,3231.27,EUR,Invoice 100829
100244,Recipient 100244,DE00000000000000100244,538.68,EUR,Invoice 100244
100179,Recipient 100179,DE00000000000000100179,939.29,EUR,Invoice 100179
100524,Recipient 100524,DE00000000000000100524,175.07,EUR,Invoice 100524
100212,Recipient 100212,DE00000000000000100212,718.62,USD,Invoice 100212
100816,Recipient 100816,DE00000000000000100816,6777.16,USD,Invoice 100816
100352,Recipient 100352,DE00000000000000100352,425.71,EUR,Invoice 100352
100320,Recipient 100320,DE00000000000000100320,708.30,EUR,Invoice 100320
100357,Recipient 100357,DE00000000000000100357,439.71,USD,Invoice 100357
100146,Recipient 100146,DE00000000000000100146,905.42,EUR,Invoice 100146
100119,Recipient 100119,DE00000000000000100119,595.43,EUR,Invoice 100119
100796,Recipient 100796,DE00000000000000100796,2155.01,EUR,Invoice 100796
100426,Recipient 100426,DE00000000000000100426,872.50,EUR,Invoice 100426
100678,Recipient 100678,DE00000000000000100678,966.29,EUR,Invoice 100678
100108,Recipient 100108,DE00000000000000100108,379.59,USD,Invoice 100108
100809,Recipient 100809,DE00000000000000100809,2540.80,USD,Invoice 100809
100026,Recipient 100026,DE00000000000000100026,380.74,USD,Invoice 100026
100354,Recipient 100354,DE00000000000000100354,826.80,EUR,Invoice 100354
100820,Recipient 100820,DE00000000000000100820,4956.45,USD,Invoice 100820
100707,Recipient 100707,DE00000000000000100707,1565.26,USD,Invoice 100707
100969,Recipient 100969,,2243.24,USD,Missing iban 100969
100401,Recipient 100401,DE00000000000000100401,772.89,USD,Invoice 100401
100384,Recipient 100384,DE00000000000000100384,625.78,EUR,Invoice 100384
100457,Recipient 100457,DE00000000000000100457,910.70,USD,Invoice 100457
100973,Recipient 100973,,2644.68,EUR,Missing iban 100973
100532,Recipient 100532,DE00000000000000100532,458.58,EUR,Invoice 100532
100523,Recipient 100523,DE00000000000000100523,589.26,EUR,Invoice 100523
100228,Recipient 100228,DE00000000000000100228,766.04,USD,Invoice 100228
100265,Recipient 100265,DE00000000000000100265,621.71,EUR,Invoice 100265
100704,Recipient 100704,DE00000000000000100704,3138.76,EUR,Invoice 100704
100011,Recipient 100011,DE00000000000000100011,759.04,EUR,Invoice 100011
100109,Recipient 100109,DE00000000000000100109,265.94,USD,Invoice 100109
100596,Recipient 100596,DE00000000000000100596,176.52,USD,Invoice 100596
100712,Recipient 100712,DE00000000000000100712,3165.08,USD,Invoice 100712
100410,Recipient 100410,DE00000000000000100410,572.22,EUR,Invoice 100410
100046,Recipient 100046,DE00000000000000100046,362.63,EUR,Invoice 100046
100171,Recipient 100171,DE00000000000000100171,858.73,EUR,Invoice 100171
100364,Recipient 100364,DE00000000000000100364,999.56,USD,Invoice 100364
100255,Recipient 100255,DE00000000000000100255,455.24,USD,Invoice 100255
100112,Recipient 100112,DE00000000000000100112,218.48,EUR,Invoice 100112
100680,Recipient 100680,DE00000000000000100680,873.12,EUR,Invoice 100680
100748,Recipient 100748,DE00000000000000100748,5013.24,USD,Invoice 100748
100038,Recipient 100038,DE00000000000000100038,268.47,EUR,Invoice 100038
100429,Recipient 100429,DE00000000000000100429,997.42,EUR,Invoice 100429
100519,Recipient 100519,DE00000000000000100519,798.71,EUR,Invoice 100519
100548,Recipient 100548,DE00000000000000100548,313.23,USD,Invoice 100548
100411,Recipient 100411,DE00000000000000100411,856.15,USD,Invoice 100411
100591,Recipient 100591,DE00000000000000100591,8.68,USD,Invoice 100591
100812,Recipient 100812,DE00000000000000100812,1731.00,USD,Invoice 100812
100808,Recipient 100808,DE00000000000000100808,6326.27,EUR,Invoice 100808
100759,Recipient 100759,DE00000000000000100759,3123.96,USD,Invoice 100759
100434,Recipient 100434,DE00000000000000100434,325.05,EUR,Invoice 100434
100917,Recipient 100917,DE00000000000000100917,31406.09,EUR,Invoice 100917
100888,Recipient 100888,DE00000000000000100888,48293.50,USD,Invoice 100888
100248,Recipient 100248,DE00000000000000100248,724.45,USD,Invoice 100248
100923,Recipient 100923,DE00000000000000100923,47464.35,USD,Invoice 100923
100627,Recipient 100627,DE00000000000000100627,352.59,EUR,Invoice 100627
100750,Recipient 100750,DE00000000000000100750,4163.92,EUR,Invoice 100750
100985,Recipient 100985,DE00000000000000100985,2232.76,XXX,Invalid currency 100985
100071,Recipient 100071,DE00000000000000100071,86.57,USD,Invoice 100071
100810,Recipient 100810,DE00000000000000100810,8582.76,EUR,Invoice 100810
100449,Recipient 100449,DE00000000000000100449,690.62,USD,Invoice 100449
100215,Recipient 100215,DE00000000000000100215,892.76,EUR,Invoice 100215
100473,Recipient 100473,DE00000000000000100473,967.41,USD,Invoice 100473
100028,Recipient 100028,DE00000000000000100028,163.49,USD,Invoice 100028
100859,Recipient 100859,DE00000000000000100859,1350.23,USD,Invoice 100859
100185,Recipient 100185,DE00000000000000100185,385.81,EUR,Invoice 100185
100559,Recipient 100559,DE00000000000000100559,968.42,USD,Invoice 100559
100205,Recipient 100205,DE00000000000000100205,515.93,USD,Invoice 100205
100117,Recipient 100117,DE00000000000000100117,57.82,EUR,Invoice 100117
100374,Recipient 100374,DE00000000000000100374,412.23,USD,Invoice 100374
100403,Recipient 100403,DE00000000000000100403,820.72,USD,Invoice 100403
100733,Recipient 100733,DE00000000000000100733,9902.09,USD,Invoice 100733
100982,Recipient 100982,DE00000000000000100982,2096.78,GBP,Invalid currency 100982
100334,Recipient 100334,DE00000000000000100334,119.33,USD,Invoice 100334
100813,Recipient 100813,DE00000000000000100813,6860.16,USD,Invoice 100813
100941,Recipient 100941,DE00000000000000100941,-236.29,USD,Invalid amount 100941
100638,Recipient 100638,DE00000000000000100638,982.39,EUR,Invoice 100638
100988,Recipient 100988,DE00000000000000100988,2011.92,GBP,Invalid currency 100988
100722,Recipient 100722,DE00000000000000100722,7943.50,USD,Invoice 100722
100182,Recipient 100182,DE00000000000000100182,39.22,USD,Invoice 100182
100322,Recipient 100322,DE00000000000000100322,553.80,EUR,Invoice 100322
100915,Recipient 100915,DE00000000000000100915,46317.48,EUR,Invoice 100915
100206,Recipient 100206,DE00000000000000100206,94.29,EUR,Invoice 100206
100329,Recipient 100329,DE00000000000000100329,114.97,EUR,Invoice 100329
100768,Recipient 100768,DE00000000000000100768,5491.39,USD,Invoice 100768
100140,Recipient 100140,DE00000000000000100140,265.20,EUR,Invoice 100140
100790,Recipient 100790,DE00000000000000100790,9996.35,USD,Invoice 100790
100343,Recipient 100343,DE00000000000000100343,660.76,EUR,Invoice 100343
100451,Recipient 100451,DE00000000000000100451,999.36,USD,Invoice 100451
100866,Recipient 100866,DE00000000000000100866,5274.03,EUR,Invoice 100866
100698,Recipient 100698,DE00000000000000100698,759.07,USD,Invoice 100698
100924,Recipient 100924,DE00000000000000100924,45069.73,EUR,Invoice 100924
100406,Recipient 100406,DE00000000000000100406,539.04,USD,Invoice 100406
100990,Recipient 100990,DE00000000000000100990,701.54,CHF,Invalid currency 100990
100312,Recipient 100312,DE00000000000000100312,271.64,USD,Invoice 100312
100139,Recipient 100139,DE00000000000000100139,938.98,EUR,Invoice 100139
100764,Recipient 100764,DE00000000000000100764,6165.29,USD,Invoice 100764
100469,Recipient 100469,DE00000000000000100469,201.59,USD,Invoice 100469
100867,Recipient 100867,DE00000000000000100867,4315.22,EUR,Invoice 100867
100609,Recipient 100609,DE00000000000000100609,244.07,USD,Invoice 100609
100997,Recipient 100997,DE00000000000000100997,1105.99,CHF,Invalid currency 100997
100682,Recipient 100682,DE00000000000000100682,554.98,EUR,Invoice 100682
100258,Recipient 100258,DE00000000000000100258,253.02,EUR,Invoice 100258
100667,Recipient 100667,DE00000000000000100667,163.08,EUR,Invoice 100667
100911,Recipient 100911,DE00000000000000100911,26276.30,USD,Invoice 100911
100496,Recipient 100496,DE00000000000000100496,587.75,EUR,Invoice 100496
100753,Recipient 100753,DE00000000000000100753,3471.00,EUR,Invoice 100753
100432,Recipient 100432,DE00000000000000100432,444.23,USD,Invoice 100432
100283,Recipient 100283,DE00000000000000100283,13.64,USD,Invoice 100283
100446,Recipient 100446,DE00000000000000100446,74.79,USD,Invoice 100446
100172,Recipient 100172,DE00000000000000100172,200.37,USD,Invoice 100172
100065,Recipient 100065,DE00000000000000100065,539.83,EUR,Invoice 100065
100877,Recipient 100877,DE00000000000000100877,3823.23,EUR,Invoice 100877
100505,Recipient 100505,DE00000000000000100505,61.49,USD,Invoice 100505
100730,Recipient 100730,DE00000000000000100730,1394.26,EUR,Invoice 100730
100309,Recipient 100309,DE00000000000000100309,473.78,USD,Invoice 100309
100276,Recipient 100276,DE00000000000000100276,76.92,EUR,Invoice 100276
100143,Recipient 100143,DE00000000000000100143,717.89,EUR,Invoice 100143
100630,Recipient 100630,DE00000000000000100630,831.86,EUR,Invoice 100630
100672,Recipient 100672,DE00000000000000100672,234.77,EUR,Invoice 100672
100853,Recipient 100853,DE00000000000000100853,2157.97,EUR,Invoice 100853
100534,Recipient 100534,DE00000000000000100534,847.44,USD,Invoice 100534
100586,Recipient 100586,DE00000000000000100586,345.82,EUR,Invoice 100586
100914,Recipient 100914,DE00000000000000100914,22846.71,EUR,Invoice 100914
100929,Recipient 100929,DE00000000000000100929,44042.39,USD,Invoice 100929
100087,Recipient 100087,DE00000000000000100087,514.64,USD,Invoice 100087
100960,Recipient 100960,DE00000000000000100960,0.00,EUR,Invalid amount 100960
100882,Recipient 100882,DE00000000000000100882,32435.47,USD,Invoice 100882
100299,Recipient 100299,DE00000000000000100299,798.03,USD,Invoice 100299
100801,Recipient 100801,DE00000000000000100801,3903.94,EUR,Invoice 100801
100395,Recipient 100395,DE00000000000000100395,509.36,USD,Invoice 100395
100333,Recipient 100333,DE00000000000000100333,86.09,EUR,Invoice 100333
100613,Recipient 100613,DE00000000000000100613,77.30,EUR,Invoice 100613
100612,Recipient 100612,DE00000000000000100612,222.35,EUR,Invoice 100612
100762,Recipient 100762,DE00000000000000100762,9539.40,USD,Invoice 100762
100568,Recipient 100568,DE00000000000000100568,29.92,USD,Invoice 100568
100779,Recipient 100779,DE00000000000000100779,5949.97,USD,Invoice 100779
100092,Recipient 100092,DE00000000000000100092,95.23,USD,Invoice 100092
100027,Recipient 100027,DE00000000000000100027,636.04,USD,Invoice 100027
100106,Recipient 100106,DE00000000000000100106,481.87,USD,Invoice 100106
100418,Recipient 100418,DE00000000000000100418,100.61,USD,Invoice 100418
100525,Recipient 100525,DE00000000000000100525,127.63,USD,Invoice 100525
100569,Recipient 100569,DE00000000000000100569,702.99,USD,Invoice 100569
100963,Recipient 100963,,4672.98,EUR,Missing iban 100963
100460,Recipient 100460,DE00000000000000100460,607.45,USD,Invoice 100460
100442,Recipient 100442,DE00000000000000100442,232.95,USD,Invoice 100442
100192,Recipient 100192,DE00000000000000100192,507.61,USD,Invoice 100192
100090,Recipient 100090,DE00000000000000100090,243.75,USD,Invoice 100090
100136,Recipient 100136,DE00000000000000100136,612.06,EUR,Invoice 100136
100105,Recipient 100105,DE00000000000000100105,167.14,USD,Invoice 100105
100277,Recipient 100277,DE00000000000000100277,102.80,USD,Invoice 100277
100896,Recipient 100896,DE00000000000000100896,45830.42,USD,Invoice 100896
100456,Recipient 100456,DE00000000000000100456,275.20,EUR,Invoice 100456
100898,Recipient 100898,DE00000000000000100898,21618.11,USD,Invoice 100898
100006,Recipient 100006,DE00000000000000100006,30.77,EUR,Invoice 100006
100094,Recipient 100094,DE00000000000000100094,467999097.55,EUR,Invoice 100094
100788,Recipient 100788,DE00000000000000100788,6507.53,EUR,Invoice 100788
100370,Recipient 100370,DE00000000000000100370,969.08,USD,Invoice 100370
100325,Recipient 100325,DE00000000000000100325,574.48,USD,Invoice 100325
100792,Recipient 100792,DE00000000000000100792,8410.05,EUR,Invoice 100792
100673,Recipient 100673,DE00000000000000100673,310.16,USD,Invoice 100673
100693,Recipient 100693,DE00000000000000100693,319.36,EUR,Invoice 100693
100681,Recipient 100681,DE00000000000000100681,641.53,USD,Invoice 100681
100158,Recipient 100158,DE00000000000000100158,308.95,EUR,Invoice 100158
100943,Recipient 100943,DE00000000000000100943,0.00,EUR,Invalid amount 100943
100845,Recipient 100845,DE00000000000000100845,2205.41,USD,Invoice 100845
100076,Recipient 100076,DE00000000000000100076,964.39,EUR,Invoice 100076
100253,Recipient 100253,DE00000000000000100253,182.55,USD,Invoice 100253
100869,Recipient 100869,DE00000000000000100869,8170.79,EUR,Invoice 100869
100634,Recipient 100634,DE00000000000000100634,450.28,EUR,Invoice 100634
100088,Recipient 100088,DE00000000000000100088,669.30,EUR,Invoice 100088
100903,Recipient 100903,DE00000000000000100903,47320.96,USD,Invoice 100903
100677,Recipient 100677,DE00000000000000100677,778.34,USD,Invoice 100677
100600,Recipient 100600,DE00000000000000100600,436.78,USD,Invoice 100600
100191,Recipient 100191,DE00000000000000100191,720.03,USD,Invoice 100191
100443,Recipient 100443,DE00000000000000100443,460.11,EUR,Invoice 100443
100385,Recipient 100385,DE00000000000000100385,204.35,EUR,Invoice 100385
100874,Recipient 100874,DE00000000000000100874,2329.98,EUR,Invoice 100874
100365,Recipient 100365,DE00000000000000100365,576.66,EUR,Invoice 100365
100234,Recipient 100234,DE00000000000000100234,383.65,EUR,Invoice 100234
100848,Recipient 100848,DE00000000000000100848,1460.42,EUR,Invoice 100848
100462,Recipient 100462,DE00000000000000100462,621.26,EUR,Invoice 100462
100280,Recipient 100280,DE00000000000000100280,347.85,USD,Invoice 100280
100650,Recipient 100650,DE00000000000000100650,916.82,USD,Invoice 100650
100031,Recipient 100031,DE00000000000000100031,609.52,EUR,Invoice 100031
100335,Recipient 100335,DE00000000000000100335,606.71,EUR,Invoice 100335
100777,Recipient 100777,DE00000000000000100777,9975.35,USD,Invoice 100777
100610,Recipient 100610,DE00000000000000100610,524.43,USD,Invoice 100610
100629,Recipient 100629,DE00000000000000100629,38.57,USD,Invoice 100629
100940,Recipient 100940,DE00000000000000100940,10273.20,USD,Invoice 100940
100349,Recipient 100349,DE00000000000000100349,703.28,USD,Invoice 100349
100078,Recipient 100078,DE00000000000000100078,995.14,USD,Invoice 100078
100238,Recipient 100238,DE00000000000000100238,63.20,USD,Invoice 100238
100448,Recipient 100448,DE00000000000000100448,639.29,USD,Invoice 100448
100892,Recipient 100892,DE00000000000000100892,37609.60,USD,Invoice 100892
100055,Recipient 100055,DE00000000000000100055,682.02,USD,Invoice 100055
100355,Recipient 100355,DE00000000000000100355,60.58,USD,Invoice 100355
100513,Recipient 100513,DE00000000000000100513,69.54,EUR,Invoice 100513
100776,Recipient 100776,DE00000000000000100776,2553.91,USD,Invoice 100776
100706,Recipient 100706,DE00000000000000100706,6750.56,USD,Invoice 100706
100841,Recipient 100841,DE00000000000000100841,1454.86,USD,Invoice 100841
100394,Recipient 100394,DE00000000000000100394,498.87,USD,Invoice 100394
100747,Recipient 100747,DE00000000000000100747,6948.27,USD,Invoice 100747
100554,Recipient 100554,DE00000000000000100554,811.95,EUR,Invoice 100554
100694,Recipient 100694,DE00000000000000100694,839.33,USD,Invoice 100694
100399,Recipient 100399,DE00000000000000100399,384.20,EUR,Invoice 100399
100739,Recipient 100739,DE00000000000000100739,7689.76,USD,Invoice 100739
100784,Recipient 100784,DE00000000000000100784,8128.58,EUR,Invoice 100784
100731,Recipient 100731,DE00000000000000100731,8972.10,USD,Invoice 100731
100167,Recipient 100167,DE00000000000000100167,782.60,USD,Invoice 100167
100307,Recipient 100307,DE00000000000000100307,404.99,EUR,Invoice 100307
100079,Recipient 100079,DE00000000000000100079,438.66,USD,Invoice 100079
100408,Recipient 100408,DE00000000000000100408,455.88,USD,Invoice 100408
100971,Recipient 100971,,3268.02,USD,Missing iban 100971
100932,Recipient 100932,DE00000000000000100932,35931.41,EUR,Invoice 100932
100213,Recipient 100213,DE00000000000000100213,494.88,EUR,Invoice 100213
100806,Recipient 100806,DE00000000000000100806,6529.85,EUR,Invoice 100806
100323,Recipient 100323,DE00000000000000100323,638.23,USD,Invoice 100323
100789,Recipient 100789,DE00000000000000100789,1591.73,USD,Invoice 100789
100034,Recipient 100034,DE00000000000000100034,270.68,EUR,Invoice 100034
100674,Recipient 100674,DE00000000000000100674,904.06,EUR,Invoice 100674
100578,Recipient 100578,DE00000000000000100578,777.05,EUR,Invoice 100578
100557,Recipient 100557,DE00000000000000100557,354.24,USD,Invoice 100557
100288,Recipient 100288,DE00000000000000100288,176.96,USD,Invoice 100288
100767,Recipient 100767,DE00000000000000100767,1233.22,EUR,Invoice 100767
100831,Recipient 100831,DE00000000000000100831,8777.47,USD,Invoice 100831
100048,Recipient 100048,DE00000000000000100048,756.02,EUR,Invoice 100048
100278,Recipient 100278,DE00000000000000100278,850.43,EUR,Invoice 100278
100487,Recipient 100487,DE00000000000000100487,648.00,USD,Invoice 100487
100581,Recipient 100581,DE00000000000000100581,674.29,USD,Invoice 100581
100709,Recipient 100709,DE00000000000000100709,6687.59,EUR,Invoice 100709
100921,Recipient 100921,DE00000000000000100921,49886.87,USD,Invoice 100921
100865,Recipient 100865,DE00000000000000100865,7378.65,USD,Invoice 100865
100044,Recipient 100044,DE00000000000000100044,747.26,USD,Invoice 100044
100541,Recipient 100541,DE00000000000000100541,381.52,USD,Invoice 100541
100098,Recipient 100098,DE00000000000000100098,249.41,EUR,Invoice 100098
100580,Recipient 100580,DE00000000000000100580,158.25,EUR,Invoice 100580
100340,Recipient 100340,DE00000000000000100340,610.02,EUR,Invoice 100340
100661,Recipient 100661,DE00000000000000100661,192.81,EUR,Invoice 100661
100445,Recipient 100445,DE00000000000000100445,901.30,EUR,Invoice 100445
100887,Recipient 100887,DE00000000000000100887,34403.06,EUR,Invoice 100887
100085,Recipient 100085,DE00000000000000100085,229.71,EUR,Invoice 100085
100176,Recipient 100176,DE00000000000000100176,864.48,USD,Invoice 100176
100720,Recipient 100720,DE00000000000000100720,8096.67,USD,Invoice 100720
100819,Recipient 100819,DE00000000000000100819,7197.52,EUR,Invoice 100819
100653,Recipient 100653,DE00000000000000100653,310.27,USD,Invoice 100653
100058,Recipient 100058,DE00000000000000100058,159.00,EUR,Invoice 100058
100488,Recipient 100488,DE00000000000000100488,909.47,USD,Invoice 100488
100907,Recipient 100907,DE00000000000000100907,14007.92,USD,Invoice 100907
100942,Recipient 100942,DE00000000000000100942,0.00,USD,Invalid amount 100942
100864,Recipient 100864,DE00000000000000100864,6343.52,USD,Invoice 100864
